City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
461,Novosheshminsk,RU,55.0651,51.2338,19.31,96,100,7.18,overcast clouds
462,Tuatapere,NZ,-46.1333,167.6833,58.82,83,93,3.87,overcast clouds
463,Luganville,VU,-15.5333,167.1667,80.91,77,100,5.39,overcast clouds
464,Tautira,PF,-17.7333,-149.15,84.22,73,60,11.97,broken clouds
465,Maniago,IT,46.1706,12.7078,41.13,76,7,3.0,clear sky
466,Barsovo,RU,61.1667,73.1667,-2.07,97,15,7.05,few clouds
467,Waingapu,ID,-9.6567,120.2641,76.68,86,100,3.02,overcast clouds
468,Batagay-Alyta,RU,67.8006,130.4114,-18.17,90,99,2.93,overcast clouds
469,Skovorodino,RU,53.9833,123.9167,-8.41,96,100,2.93,overcast clouds
470,Nome,US,64.5011,-165.4064,-16.53,76,100,0.0,overcast clouds
471,Coquimbo,CL,-29.9533,-71.3436,71.33,60,75,8.05,broken clouds
472,Tevaitoa,PF,-16.7833,-151.5,81.59,73,96,16.71,overcast clouds
473,Christchurch,NZ,-43.5333,172.6333,66.33,90,100,11.5,overcast clouds
474,Salta,AR,-24.7859,-65.4117,79.57,53,49,1.99,moderate rain
475,El Dorado,US,38.7666,-120.5177,73.63,39,84,1.99,broken clouds
476,Nador,MA,35.174,-2.9287,57.45,77,75,2.3,broken clouds
477,Dudinka,RU,69.4058,86.1778,-3.39,88,7,19.17,clear sky
478,Voznesenye,RU,61.0106,35.4781,30.07,90,100,10.13,overcast clouds
479,Marsa Matruh,EG,31.3525,27.2453,56.07,59,59,18.88,broken clouds
480,Alta Floresta,BR,-9.8756,-56.0861,79.02,90,53,1.21,broken clouds
481,Panara,IN,22.0667,78.55,53.24,55,22,4.79,few clouds
482,Husavik,IS,66.0449,-17.3389,23.47,80,98,11.72,overcast clouds
483,Marquette,US,46.5333,-87.6335,23.83,56,100,7.92,overcast clouds
484,Pringsewu,ID,-5.3582,104.9744,71.58,92,100,1.66,overcast clouds
485,San Ramon,US,37.7799,-121.978,77.79,35,0,16.11,clear sky
486,Yumen,CN,40.2833,97.2,22.89,49,97,12.93,overcast clouds
487,Njeru,UG,0.4186,33.1731,68.38,80,35,5.3,scattered clouds
488,Nakamura,JP,32.9833,132.9333,37.33,91,6,4.43,clear sky
489,Viedma,AR,-40.8135,-62.9967,69.64,32,92,18.5,overcast clouds
490,Andenes,NO,69.3143,16.1194,28.38,86,100,23.02,overcast clouds
491,Kandrian,PG,-6.2167,149.55,77.88,86,97,4.56,light rain
492,Lagos,NG,6.5833,3.75,79.05,86,2,5.5,clear sky
493,Aquidaba,BR,-10.2814,-37.0186,80.38,63,7,14.25,clear sky
494,Samarai,PG,-10.6167,150.6667,81.36,63,81,12.88,broken clouds
495,Podosinovets,RU,60.2776,47.0659,20.23,94,100,8.25,light snow
496,Black River,JM,18.0264,-77.8487,79.99,72,19,4.18,few clouds
497,Upington,ZA,-28.4478,21.2561,85.35,25,1,6.2,clear sky
498,Gondar,ET,12.6,37.4667,61.27,45,8,5.48,clear sky
499,Borogontsy,RU,62.6683,131.1683,-37.98,100,62,2.91,broken clouds
500,Lagoa,PT,39.05,-27.9833,58.57,73,93,7.09,overcast clouds
501,Korla,CN,41.7597,86.1469,26.65,51,10,3.78,clear sky
502,Seoul,KR,37.5683,126.9778,22.44,56,79,0.74,broken clouds
503,Tombouctou,ML,20.0,-3.0,65.68,17,29,12.17,scattered clouds
504,Belmopan,BZ,17.25,-88.7667,83.48,46,34,3.98,scattered clouds
505,Ryotsu,JP,38.0833,138.4333,38.19,67,92,8.52,overcast clouds
506,Ormond Beach,US,29.2858,-81.0559,72.25,49,0,10.36,clear sky
507,Egvekinot,RU,66.3167,-179.1667,-25.85,88,29,4.09,scattered clouds
508,Lichinga,MZ,-13.3128,35.2406,61.05,94,100,5.01,overcast clouds
509,Biak,ID,-0.9131,122.8766,75.76,83,73,3.29,broken clouds
510,Taylor,US,32.3001,-99.8337,69.53,22,0,3.44,clear sky
511,Praia Da Vitoria,PT,38.7333,-27.0667,57.76,85,95,7.27,overcast clouds
512,Fereydunshahr,IR,32.941,50.121,18.5,52,10,6.58,clear sky
513,Bangsund,NO,64.3968,11.3949,32.05,86,75,8.05,light snow
514,Medea,DZ,36.2642,2.7539,41.45,68,0,3.69,clear sky
515,College,US,64.8569,-147.8028,-4.77,79,75,3.44,light snow
516,Borovoy,RU,55.4333,86.0833,-4.32,71,0,6.71,clear sky
517,Russell,US,32.3502,-85.1999,69.4,23,0,4.61,clear sky
518,Igurusi,TZ,-8.85,33.85,64.33,98,100,2.28,moderate rain
519,Solnechnyy,RU,50.7214,136.6319,-3.87,97,81,4.05,broken clouds
520,Drawsko Pomorskie,PL,53.5306,15.8097,37.08,96,100,1.01,overcast clouds
521,San Quintin,MX,30.4833,-115.95,71.89,27,0,7.65,clear sky
522,Haines Junction,CA,60.7522,-137.5108,19.44,83,42,7.52,scattered clouds
523,Catarman,PH,12.4989,124.6377,76.01,88,100,11.83,overcast clouds
524,Sungaipenuh,ID,-2.0833,101.3833,63.73,69,100,1.45,overcast clouds
525,Boende,CD,-0.2167,20.8667,81.52,46,86,2.98,overcast clouds
526,Victor Harbor,AU,-35.5667,138.6167,63.0,74,80,13.73,broken clouds
527,Sarangani,PH,5.4033,125.4636,81.45,79,100,20.65,overcast clouds
528,Haverfordwest,GB,51.8017,-4.9691,41.81,78,6,3.0,clear sky
529,Ponta Delgada,PT,37.7333,-25.6667,59.5,77,20,8.05,few clouds
530,Palmeirais,BR,-5.9778,-43.0633,80.13,82,100,2.68,overcast clouds
531,Tarakan,ID,3.3,117.6333,77.85,82,100,3.53,overcast clouds
532,Monrovia,LR,6.3005,-10.7969,78.57,85,5,7.34,clear sky
533,Hasaki,JP,35.7333,140.8333,34.2,75,100,27.76,light snow
534,Biltine,TD,14.5333,20.9167,68.72,10,0,15.23,clear sky
535,Fort Nelson,CA,58.8053,-122.7002,36.97,56,79,16.71,broken clouds
536,Boueni,YT,-12.9025,45.0761,76.98,79,100,9.89,light rain
537,Kitakata,JP,37.65,139.8667,29.55,97,100,1.34,light snow
538,Lakes Entrance,AU,-37.8811,147.981,62.17,76,73,9.35,broken clouds
539,Carndonagh,IE,55.25,-7.2667,40.62,86,80,5.97,broken clouds
540,Ulladulla,AU,-35.35,150.4667,67.87,89,100,8.77,overcast clouds
541,Hay River,CA,60.8156,-115.7999,0.81,90,99,5.17,overcast clouds
542,Woodstock,CA,43.1334,-80.7497,33.21,81,98,13.27,overcast clouds
543,Shitanjing,CN,39.2342,106.3439,21.97,58,100,2.48,overcast clouds
544,Tangara,BR,-6.1994,-35.8017,83.08,53,48,13.15,scattered clouds
545,Bat Yam,IL,32.0231,34.7503,53.64,95,0,8.05,clear sky
546,Nizwa,OM,22.9333,57.5333,63.48,44,1,1.45,clear sky
547,Nizhniy Kuranakh,RU,58.8353,125.4869,-30.95,100,100,2.37,overcast clouds
548,Kiknur,RU,57.3034,47.2011,18.43,96,100,6.08,overcast clouds
549,Pointe Michel,DM,15.25,-61.3833,78.26,72,9,15.79,clear sky
550,Ola,RU,59.5833,151.2833,-9.81,81,99,7.07,overcast clouds
551,Rudbar,AF,30.15,62.6,56.07,19,0,10.38,clear sky
552,Maungatapere,NZ,-35.75,174.2,75.07,90,100,5.1,overcast clouds
553,Saint-Joseph,RE,-21.3667,55.6167,73.78,81,25,3.49,scattered clouds
554,Huaibei,CN,33.9744,116.7917,36.61,75,94,3.09,light rain
555,Mountain Home,US,43.133,-115.6912,48.81,100,0,3.44,clear sky
556,Harper,LR,4.375,-7.7169,79.36,88,6,7.11,clear sky
557,Havelock,US,34.8791,-76.9013,64.98,51,3,8.01,clear sky
558,Faya,SA,18.3851,42.4509,54.12,85,5,5.19,clear sky
559,Keroka,KE,-0.7758,34.9453,56.61,87,100,1.16,overcast clouds
560,Palmer,US,42.1584,-72.3287,49.68,51,75,17.27,broken clouds
561,Bantogon,PH,6.5333,124.0333,77.77,81,100,3.71,overcast clouds
562,Smidovich,RU,48.6,133.8167,-3.62,99,100,3.18,overcast clouds
563,Namwala,ZM,-15.7504,26.4384,65.84,95,99,3.67,overcast clouds
564,Joao Pinheiro,BR,-17.7425,-46.1725,71.01,90,88,5.23,light rain
565,Sisimiut,GL,66.9395,-53.6735,1.6,81,100,6.93,overcast clouds
566,Hildburghausen,DE,50.4255,10.7318,42.3,96,100,8.5,overcast clouds
567,Paamiut,GL,61.994,-49.6678,12.29,73,100,7.92,overcast clouds
568,Leshan,CN,29.5623,103.7639,40.71,84,73,1.74,broken clouds
569,Ariano Irpino,IT,41.1489,15.0833,41.02,82,0,3.02,clear sky
570,Antsohihy,MG,-14.8796,47.9875,73.49,98,100,2.91,light rain
571,Klaksvik,FO,62.2266,-6.589,29.32,67,88,15.32,overcast clouds
572,Glenwood Springs,US,39.5505,-107.3248,46.4,65,100,11.5,overcast clouds
573,Celestun,MX,20.8667,-90.4,74.03,69,17,11.97,few clouds
574,Amboasary,MG,-25.0333,46.3833,75.6,93,34,7.49,scattered clouds
575,Glendive,US,47.1053,-104.7125,51.49,46,75,27.63,broken clouds
576,Saint-Francois,FR,46.4154,3.9054,46.42,92,0,2.3,clear sky
577,Valparaiso,CL,-33.0393,-71.6273,69.44,67,75,12.66,broken clouds
578,Santa Pola,ES,38.1917,-0.5658,54.68,82,75,0.0,broken clouds
579,Tahta,EG,26.7693,31.5021,52.09,55,13,5.77,few clouds
580,Afyonkarahisar,TR,38.75,30.6667,27.09,80,1,2.62,clear sky
581,Skegness,GB,53.1436,0.3363,41.29,77,26,20.62,scattered clouds
582,Cocorit,MX,27.5833,-109.9667,75.54,16,0,3.85,clear sky
583,Baghdad,IQ,33.3406,44.4009,55.36,38,0,4.25,clear sky
584,Ambon,ID,-3.6954,128.1814,77.14,94,40,4.61,scattered clouds
585,Coihaique,CL,-45.5752,-72.0662,59.61,38,20,11.5,few clouds
586,Svetlyy,RU,54.675,20.1347,39.25,93,100,11.95,overcast clouds
587,Ginda,IN,30.6945,78.4932,33.58,39,0,8.08,clear sky
588,Bathsheba,BB,13.2167,-59.5167,81.21,57,20,25.32,few clouds
589,Khasan,RU,42.4308,130.6434,27.3,78,65,4.68,broken clouds
590,Hovd,MN,48.0056,91.6419,-6.97,98,100,2.46,overcast clouds
591,Awjilah,LY,29.1081,21.2869,53.51,48,5,8.23,clear sky
592,Laishevo,RU,55.4046,49.5504,17.82,97,100,5.5,snow
593,Omsukchan,RU,62.5333,155.8,-28.68,81,45,3.42,scattered clouds
594,Vlasim,CZ,49.7063,14.8988,45.73,84,100,10.78,overcast clouds
595,Westerland,DE,54.9079,8.3033,41.02,81,40,13.8,light rain
596,Chiusi,IT,43.016,11.9475,45.37,86,0,3.11,clear sky
597,Durban,ZA,-29.8579,31.0292,76.93,97,99,1.99,moderate rain
598,Slyudyanka,RU,51.6594,103.7061,-11.2,95,99,4.05,overcast clouds
599,Gisborne,NZ,-38.6533,178.0042,77.95,66,32,7.43,scattered clouds
600,Hobyo,SO,5.3505,48.5268,75.61,66,44,19.93,scattered clouds
601,Rio Gallegos,AR,-51.6226,-69.2181,55.45,28,75,42.57,broken clouds
602,Sehithwa,BW,-20.4667,22.7167,72.28,64,31,6.49,light rain
603,Bendigo,AU,-36.7667,144.2833,61.86,63,0,5.01,clear sky
604,Kedrovyy,RU,56.1667,91.8167,-24.14,99,26,2.48,scattered clouds
605,Marawi,PH,7.9986,124.2928,66.65,96,100,0.69,overcast clouds
606,South Lake Tahoe,US,38.9332,-119.9844,60.06,39,0,3.44,clear sky
607,Kasongo-Lunda,CD,-6.4667,16.8167,72.61,88,46,1.01,light rain
608,Tema,GH,5.667,-0.0166,84.61,79,0,8.05,clear sky
609,Meulaboh,ID,4.1363,96.1285,75.54,83,100,2.3,overcast clouds
610,Bayan,CN,46.0833,127.4,10.54,94,100,7.99,overcast clouds
611,Ivdel,RU,60.6911,60.4206,9.95,94,100,9.8,overcast clouds
612,Kalakamati,BW,-20.5929,27.3121,68.4,70,14,4.18,few clouds
613,Mapiripan,CO,2.8892,-72.1256,81.59,69,97,4.36,overcast clouds
614,Longkou,CN,37.6508,120.3286,36.45,68,27,8.79,scattered clouds
615,Mayo,US,38.8876,-76.5119,61.02,33,20,8.05,few clouds
616,Tabuk,PH,17.4189,121.4443,67.98,96,49,1.07,scattered clouds
617,Gunnedah,AU,-30.9833,150.25,64.02,70,49,9.44,light rain
618,Piacabucu,BR,-10.4056,-36.4344,81.5,71,3,13.29,clear sky
619,Neiafu,TO,-18.65,-173.9833,81.93,74,100,13.56,overcast clouds
620,Wenzhou,CN,27.9994,120.6668,46.11,83,100,2.46,overcast clouds
621,Big Spring,US,32.2504,-101.4787,67.1,15,0,5.99,clear sky
622,Punta Alta,AR,-38.8759,-62.0736,70.56,74,100,24.32,overcast clouds
623,Alyangula,AU,-13.8483,136.4192,81.41,72,63,5.23,broken clouds
624,Nemuro,JP,43.3236,145.575,23.29,74,84,4.65,broken clouds
625,Michigan City,US,41.7075,-86.895,31.35,75,100,11.5,overcast clouds
626,Puttur,IN,12.7667,75.2167,75.31,91,2,2.64,clear sky
627,Rumoi,JP,43.9344,141.6428,13.96,93,60,4.23,broken clouds
628,Sawakin,SD,19.1059,37.3321,72.91,74,100,15.46,overcast clouds
629,Buraydah,SA,26.326,43.975,63.05,42,40,13.51,scattered clouds
630,Santa Cruz,BO,-17.8,-63.1667,90.86,49,20,11.5,few clouds
631,Bintulu,MY,3.1667,113.0333,75.61,100,40,1.14,light rain
632,Nelson Bay,AU,-32.7167,152.15,75.0,86,89,1.99,overcast clouds
633,Itaituba,BR,-4.2761,-55.9836,78.96,94,75,4.61,moderate rain
634,Moranbah,AU,-22.0016,148.0466,72.79,81,0,5.93,clear sky
635,Zhigansk,RU,66.7697,123.3711,-29.15,97,99,10.85,overcast clouds
636,Elizabeth City,US,36.2946,-76.2511,66.25,34,2,10.0,clear sky
637,Ramos Arizpe,MX,25.55,-100.9667,65.82,48,0,11.5,clear sky
638,Lasa,IT,46.6166,10.7002,42.26,76,15,1.79,few clouds
639,Cintalapa,MX,16.6951,-93.7272,79.34,50,17,7.34,few clouds
640,Fuxin,CN,42.0156,121.6589,23.67,63,33,8.7,scattered clouds
641,Ambulu,ID,-8.345,113.6058,75.81,88,100,2.13,moderate rain
642,Mookane,BW,-23.688,26.6595,75.22,50,86,2.53,overcast clouds
643,Kishtwar,IN,33.3167,75.7667,28.56,63,1,6.64,clear sky
644,Arawa,PG,-6.2132,155.5367,79.56,86,87,2.28,light rain
645,Usinsk,RU,65.9939,57.5281,24.46,94,100,22.5,light snow
646,Ballina,AU,-28.8667,153.5667,68.77,91,25,9.64,scattered clouds
647,Novaya Igirma,RU,57.1334,103.9112,-25.87,100,79,2.46,broken clouds
648,Kauhajoki,FI,62.4333,22.1833,30.65,85,14,11.07,few clouds
649,Lyuban,BY,52.7985,28.0048,35.92,98,100,8.86,overcast clouds
650,Panorama,GR,40.5878,23.0315,46.9,70,0,1.01,clear sky
651,Port Said,EG,31.2565,32.2841,58.19,64,80,11.32,broken clouds
652,Namibe,AO,-15.1961,12.1522,73.65,83,100,4.34,overcast clouds
653,Moreira Sales,BR,-24.0622,-53.0069,81.16,58,86,2.71,overcast clouds
654,Klyuchi,RU,52.2667,79.1667,-20.61,100,94,3.11,overcast clouds
655,Wanning,CN,18.8003,110.3967,69.6,92,31,4.25,scattered clouds
656,Trairi,BR,-3.2778,-39.2689,79.81,73,97,6.58,overcast clouds
657,Olafsvik,IS,64.8945,-23.7142,35.19,57,52,23.26,light snow
658,Meyrin,CH,46.2342,6.0803,50.61,71,75,2.3,broken clouds
659,Tchibanga,GA,-2.85,11.0333,72.54,97,99,3.04,light rain
660,Barao De Melgaco,BR,-16.1944,-55.9675,86.52,74,39,5.93,scattered clouds
661,Saint-Georges,GD,12.0564,-61.7485,82.08,65,20,26.46,few clouds
662,Kluang,MY,2.0251,103.3328,73.13,97,100,3.02,light rain
663,Kyshtovka,RU,56.555,76.6271,-14.71,100,20,4.88,few clouds
664,Cozumel,MX,20.5083,-86.9458,77.07,79,75,10.0,broken clouds
665,Vizinga,RU,61.0749,50.1031,21.42,94,100,8.99,light snow
666,Thoen,TH,17.6129,99.2161,70.56,53,81,2.3,broken clouds
667,San Policarpo,PH,12.1791,125.5072,78.62,83,100,15.64,light rain
668,North Myrtle Beach,US,33.816,-78.68,68.25,49,0,8.05,clear sky
669,Torit,SS,4.4133,32.5678,88.93,21,99,5.99,overcast clouds
670,Pasni,PK,25.2631,63.471,69.22,56,0,7.16,clear sky
671,Ipora,BR,-16.4419,-51.1178,69.71,94,99,3.6,overcast clouds
672,Lavrentiya,RU,65.5833,-171.0,-28.73,97,62,4.36,broken clouds
673,Weinan,CN,34.5036,109.5089,37.09,55,100,2.19,overcast clouds
674,Tadine,NC,-21.55,167.8833,79.03,94,100,31.23,heavy intensity rain
675,Buala,SB,-8.145,159.5921,79.61,82,100,6.8,light rain
676,Aksarka,RU,66.5606,67.7975,11.43,91,100,18.77,overcast clouds
677,Nishihara,JP,26.1842,127.7558,60.08,75,75,5.75,broken clouds
678,Urengoy,RU,65.9667,78.3667,-3.26,84,51,13.38,broken clouds
679,Corning,US,42.1428,-77.0547,39.9,76,100,14.97,overcast clouds
680,Peniche,PT,39.3558,-9.3811,60.28,88,100,3.09,light rain
681,Guanica,PR,17.9716,-66.908,83.5,64,2,8.99,clear sky
682,Diego De Almagro,CL,-26.3667,-70.05,74.05,30,0,13.4,clear sky
683,Atuntaqui,EC,0.3333,-78.2167,67.82,80,100,3.65,moderate rain
684,Sal,JO,32.5694,35.9119,45.21,90,18,6.42,few clouds
685,Vereeniging,ZA,-26.6731,27.9261,68.61,69,16,6.24,few clouds
686,Sioux Lookout,CA,50.1001,-91.917,16.18,79,100,10.36,overcast clouds
687,Lucapa,AO,-8.4192,20.7447,65.14,96,100,3.24,light rain
688,Dubai,AE,25.2582,55.3047,73.22,49,0,3.44,clear sky
689,Praia,CV,14.9215,-23.5087,77.54,41,0,12.66,clear sky
690,Tshela,CD,-4.9833,12.9333,72.37,97,5,1.5,clear sky
691,Wisconsin Rapids,US,44.3836,-89.8174,28.44,64,99,1.99,overcast clouds
692,Domoni,KM,-12.2569,44.5319,79.07,84,100,5.5,overcast clouds
